id,name,status,epochs,best_epoch,parameters,size_mib,box_map,mask_map,background_images,fp_images_025,fp_images_05,source_evaluation,checkpoint,sha256
bbox_yolo11n,YOLO11n 검출 · 배경 포함,completed,100,92,2591205,5.231348037719727,0.7275973579317014,,150,2,1,C:\Users\USER\Desktop\trash_detection_project\04_results\model_analysis\evaluations\bbox\baseline_training\20260914T093136292094Z_bbox_yolo11n_2da9bfe0\result.json,C:\Users\USER\Desktop\trash_detection_project\04_results\baseline_training\runs\bbox_yolo11n\weights\best.pt,b7b997897c01fb49c80e18fabbf48fcd82a3a31c67ab5a0dec888427f544376c
bbox_yolo26s,YOLO26s 검출 · 배경 제외,completed,100,90,9953282,19.389958381652832,0.7610661328221966,,150,37,22,C:\Users\USER\Desktop\trash_detection_project\04_results\model_analysis\evaluations\bbox\baseline_training\20260914T091524338472Z_bbox_original_9a3e618a\result.json,C:\Users\USER\Desktop\trash_detection_project\04_results\baseline_training\runs\bbox_yolo26s_nobg\weights\best.pt,367f8fca466a1a4a1fda767f7fc3737f5d6decfb2127d87030f9c7ef03501d96
bbox_yolo26s_aborted,YOLO26s 검출 · 1에포크 중단,interrupted,1,1,9953282,57.456881523132324,0.5611511209905653,,150,81,34,C:\Users\USER\Desktop\trash_detection_project\04_results\model_analysis\evaluations\bbox\baseline_training\20260914T093158240551Z_bbox_yolo26s_aborted_789dae19\result.json,C:\Users\USER\Desktop\trash_detection_project\04_results\baseline_training\runs\bbox_yolo26s_nobg_aborted_patience30_0912_0045\weights\best.pt,ad1ccefbec735369efe6b10f6e94feb385f9ec032cecdf3230d6f02a5cf8dd96
seg_yolo11n,YOLO11n-seg · 배경 포함,completed,100,96,2843973,5.742465972900391,0.7439210622017368,0.6866159963615898,150,0,0,C:\Users\USER\Desktop\trash_detection_project\04_results\model_analysis\evaluations\seg\baseline_training\20260914T091738414302Z_seg_original_1b200b06\result.json,C:\Users\USER\Desktop\trash_detection_project\04_results\baseline_training\runs\seg_yolo11n\weights\best.pt,842238ea3e824efcdf610151fa00dcf2acc8f15d170ab3d8fdb0cd446b2c6794
seg_yolo26s,YOLO26s-seg · 4에포크 중단,interrupted,4,1,11439881,66.04967021942139,0.5948151312554856,0.5580697676487124,150,74,27,C:\Users\USER\Desktop\trash_detection_project\04_results\model_analysis\evaluations\seg\baseline_training\20260914T093230212608Z_seg_yolo26s_0dfcee38\result.json,C:\Users\USER\Desktop\trash_detection_project\04_results\baseline_training\runs\seg_yolo26s_nobg\weights\best.pt,aad8d8984b4ea0bbe7851167d8bc2f399d9ece2e081bfb7440a3f6790294f7c5
