2026/09/10 15:12:35.811, 88, 72, 2930, [N/A], 61
2026/09/10 15:12:36.812, 85, 71, 2930, [N/A], 63
2026/09/10 15:12:37.816, 78, 64, 2932, [N/A], 63
2026/09/10 15:12:38.816, 61, 50, 2934, [N/A], 60
2026/09/10 15:12:39.824, 60, 50, 2934, [N/A], 63
2026/09/10 15:12:40.828, 86, 71, 2934, [N/A], 64
2026/09/10 15:12:41.830, 92, 77, 2934, [N/A], 65
2026/09/10 15:12:42.845, 87, 71, 2934, [N/A], 65
2026/09/10 15:12:43.846, 88, 73, 2934, [N/A], 65
2026/09/10 15:12:44.859, 92, 76, 2934, [N/A], 65
2026/09/10 15:12:45.861, 87, 71, 2934, [N/A], 66
2026/09/10 15:12:46.865, 92, 76, 2934, [N/A], 64
2026/09/10 15:12:47.865, 6, 5, 2934, [N/A], 58
2026/09/10 15:12:48.877, 0, 1, 2934, [N/A], 57
2026/09/10 15:12:49.880, 0, 0, 2939, [N/A], 56
2026/09/10 15:12:50.895, 27, 23, 2969, [N/A], 55
2026/09/10 15:12:51.910, 0, 7, 2969, [N/A], 55
2026/09/10 15:12:52.924, 0, 10, 2950, [N/A], 55
2026/09/10 15:12:53.928, 9, 15, 2958, [N/A], 54
2026/09/10 15:12:54.928, 3, 10, 2958, [N/A], 54
2026/09/10 15:12:55.943, 0, 1, 3624, [N/A], 55
2026/09/10 15:12:56.953, 1, 1, 3620, [N/A], 55
2026/09/10 15:12:57.958, 1, 1, 3621, [N/A], 54
2026/09/10 15:12:58.960, 35, 16, 3621, [N/A], 60
2026/09/10 15:12:59.962, 41, 24, 3621, [N/A], 60
2026/09/10 15:13:00.976, 37, 24, 3621, [N/A], 57
2026/09/10 15:13:01.982, 1, 1, 3621, [N/A], 55
2026/09/10 15:13:02.996, 0, 1, 3619, [N/A], 54
2026/09/10 15:13:03.996, 0, 1, 3615, [N/A], 54
2026/09/10 15:13:04.997, 32, 2, 3615, [N/A], 53
2026/09/10 15:13:06.008, 75, 59, 3615, [N/A], 60
2026/09/10 15:13:07.018, 79, 64, 3615, [N/A], 61
2026/09/10 15:13:08.029, 76, 62, 3615, [N/A], 62
2026/09/10 15:13:09.030, 79, 65, 3620, [N/A], 61
2026/09/10 15:13:10.043, 85, 68, 3647, [N/A], 64
2026/09/10 15:13:11.054, 87, 71, 3650, [N/A], 63
2026/09/10 15:13:12.056, 67, 55, 3628, [N/A], 63
2026/09/10 15:13:13.062, 51, 43, 3624, [N/A], 63
2026/09/10 15:13:14.072, 72, 58, 3625, [N/A], 61
2026/09/10 15:13:15.079, 87, 72, 3626, [N/A], 65
2026/09/10 15:13:16.080, 91, 74, 3620, [N/A], 64
2026/09/10 15:13:17.081, 87, 72, 3628, [N/A], 66
2026/09/10 15:13:18.094, 92, 76, 3628, [N/A], 66
2026/09/10 15:13:19.096, 90, 73, 3657, 
